0, 0, 0, 0, 0, 0, 0, 308.0714, 105.3356, -239.7373
0.01999999, 0.0003520813, 0.0001203835, -0.0002155304, 0.01754339, 0.006019248, -0.01075055, 308.0714, 105.3356, -239.7373
0.03999998, 0.001055776, 0.0003546431, -0.0006213188, 0.03484651, 0.01171562, -0.02029628, 308.0714, 105.3356, -239.7373
0.05999998, 0.002109309, 0.0006980631, -0.00121069, 0.05172738, 0.01718302, -0.02945912, 308.0714, 105.3356, -239.7373
0.07999997, 0.003510681, 0.001146113, -0.001975536, 0.06811023, 0.02243711, -0.03823273, 308.0714, 105.3356, -239.7373
0.09999996, 0.005257679, 0.001694555, -0.00290966, 0.08397742, 0.0275015, -0.04663793, 308.0714, 105.3356, -239.7373
0.12, 0.007347912, 0.002339577, -0.004004955, 0.09936992, 0.03240909, -0.05471112, 308.0714, 105.3356, -239.7373
0.14, 0.009778897, 0.003077896, -0.005256176, 0.1143829, 0.03720009, -0.06247529, 308.0714, 105.3356, -239.7373
0.1599999, 0.01254816, 0.003906879, -0.006658077, 0.1291539, 0.04192247, -0.07000507, 308.0714, 105.3356, -239.7373
0.1799999, 0.01565337, 0.004824509, -0.008208752, 0.1438482, 0.04662296, -0.07738817, 308.0714, 105.3356, -239.7373
0.1999999, 0.01909243, 0.005829283, -0.009904385, 0.1586392, 0.05134278, -0.08469345, 308.0714, 105.3356, -239.7373
0.2199999, 0.02286363, 0.006920558, -0.01174641, 0.1736865, 0.05613405, -0.09198256, 308.0714, 105.3356, -239.7373
0.2399999, 0.02696619, 0.008098843, -0.01373672, 0.1891434, 0.06107772, -0.09945782, 308.0714, 105.3356, -239.7373
0.2599999, 0.03139957, 0.009363951, -0.01587725, 0.2051187, 0.06614741, -0.1070158, 308.0714, 105.3356, -239.7373
0.2799999, 0.03616408, 0.01071585, -0.0181694, 0.2216969, 0.07135531, -0.1146668, 308.0714, 105.3356, -239.7373
0.2999999, 0.04126083, 0.01215454, -0.02061558, 0.2389121, 0.07670433, -0.12244, 308.0714, 105.3356, -239.7373
0.3199999, 0.04669147, 0.01367954, -0.02321815, 0.2567387, 0.08216997, -0.1303491, 308.0714, 105.3356, -239.7373
0.3399999, 0.05245797, 0.01528966, -0.02597904, 0.2751035, 0.08771271, -0.1383113, 308.0714, 105.3356, -239.7373
0.3599999, 0.05856255, 0.01698323, -0.02889824, 0.2938975, 0.09330682, -0.1463036, 308.0714, 105.3356, -239.7373
0.3799999, 0.06500714, 0.01875802, -0.0319767, 0.3129676, 0.09892094, -0.1542988, 308.0714, 105.3356, -239.7373
0.3999999, 0.07179341, 0.02061193, -0.03521538, 0.3321509, 0.1045622, -0.1622882, 308.0714, 105.3356, -239.7373
0.4199998, 0.07892244, 0.0225434, -0.03861332, 0.3512715, 0.1102618, -0.1702404, 308.0714, 105.3356, -239.7373
0.4399998, 0.08639448, 0.02455162, -0.04216957, 0.3701565, 0.1160673, -0.178112, 308.0714, 105.3356, -239.7373
0.4599998, 0.09420869, 0.02663583, -0.0458827, 0.3886478, 0.1219946, -0.1858179, 308.0714, 105.3356, -239.7373
0.4799998, 0.1023629, 0.02879309, -0.04974604, 0.4066115, 0.1279489, -0.1932706, 308.0714, 105.3356, -239.7373
0.4999998, 0.1108539, 0.03101776, -0.05375338, 0.4239438, 0.133807, -0.2003839, 308.0714, 105.3356, -239.7373
0.5199998, 0.119677, 0.03330273, -0.05789566, 0.4405781, 0.1394997, -0.2070439, 308.0714, 105.3356, -239.7373
0.5399998, 0.1288268, 0.03563955, -0.06216002, 0.4564869, 0.1449629, -0.2131415, 308.0714, 105.3356, -239.7373
0.5599998, 0.1382968, 0.03801864, -0.06653452, 0.4716755, 0.1501331, -0.2185828, 308.0714, 105.3356, -239.7373
0.5799998, 0.1480797, 0.0404298, -0.07100344, 0.4861867, 0.1549681, -0.223322, 308.0714, 105.3356, -239.7373
0.5999998, 0.158168, 0.04286245, -0.07555342, 0.5000984, 0.1594355, -0.2273704, 308.0714, 105.3356, -239.7373
0.6199998, 0.1685541, 0.0453056, -0.08017159, 0.5135072, 0.1634981, -0.2307839, 308.0714, 105.3356, -239.7373
0.6399997, 0.1792287, 0.04774722, -0.08483744, 0.5264267, 0.1670732, -0.2331947, 308.0714, 105.3356, -239.7373
0.6599998, 0.1901849, 0.0501774, -0.08953619, 0.5390493, 0.1702591, -0.2348617, 308.0714, 105.3356, -239.7373
0.6799998, 0.2014167, 0.05258701, -0.09425497, 0.5514715, 0.1730864, -0.2358809, 308.0714, 105.3356, -239.7373
0.6999997, 0.212919, 0.05496777, -0.09898281, 0.5637636, 0.1755898, -0.2363565, 308.0714, 105.3356, -239.7373
0.7199997, 0.2246875, 0.05731221, -0.1037116, 0.5759686, 0.1778069, -0.2363949, 308.0714, 105.3356, -239.7373
0.7399997, 0.2367191, 0.05961373, -0.1084342, 0.5881017, 0.1797815, -0.2361009, 308.0714, 105.3356, -239.7373
0.7599998, 0.2490107, 0.06186664, -0.1131463, 0.6001543, 0.1815587, -0.2355743, 308.0714, 105.3356, -239.7373
0.7799997, 0.2615601, 0.06406622, -0.1178417, 0.6120956, 0.1831888, -0.2347872, 308.0714, 105.3356, -239.7373
0.7999997, 0.2743652, 0.06620878, -0.1225185, 0.6238875, 0.1847204, -0.233784, 308.0714, 105.3356, -239.7373
