depth,volume
0.1359996,0.02605234
0.1379996,0.02685734
0.1399996,0.02766236
0.1419996,0.02846735
0.1439996,0.02927233
0.1459996,0.03007735
0.1479996,0.03088234
0.1499996,0.03168737
0.1519997,0.03249237
0.1539997,0.03329735
0.1559997,0.03410235
0.1579997,0.03490739
0.1599997,0.0357124
0.1619997,0.03651734
0.1639997,0.03732238
0.1659997,0.03812739
0.1679997,0.03893235
0.1699997,0.03973738
0.1719997,0.04054239
0.1739997,0.04134738
0.1759997,0.04223985
0.1779997,0.04321985
0.1799997,0.04419986
0.1819997,0.04517986
0.1839997,0.04615987
0.1859997,0.04713985
0.1879997,0.04811987
0.1899997,0.04909986
0.1919997,0.05007988
0.1939997,0.05105987
0.1959997,0.05203987
0.1979997,0.05301985
0.1999997,0.05399986
0.2019998,0.05497989
0.2039998,0.0559599
0.2059998,0.05693986
0.2079998,0.05791988
0.2099998,0.05889992
0.2119998,0.05987984
0.2139998,0.0608599
0.2159998,0.0618399
0.2179998,0.06281988
0.2199998,0.06379991
0.2219998,0.06477989
0.2239998,0.06575987
0.2259998,0.06685238
0.2279998,0.06805738
0.2299998,0.06926239
0.2319998,0.07046739
0.2339998,0.07167238
0.2359998,0.07287741
0.2379998,0.07408237
0.2399998,0.07528742
0.2419998,0.07649241
0.2439998,0.0776974
0.2459998,0.0789024
0.2479998,0.08010742
0.2499999,0.08131237
0.2519999,0.08251739
0.2539999,0.08372243
0.2559999,0.08492742
0.2579999,0.08613243
0.2599999,0.08733741
0.2619999,0.0885424
0.2639999,0.08974743
0.2659999,0.0909524
0.2679999,0.09215736
0.2699999,0.09336249
0.2719999,0.09456738
0.2739999,0.09577253
0.2759999,0.09702744
0.2779999,0.09833243
0.2799999,0.09963743
0.2819999,0.1009424
0.2839999,0.1022475
0.2859999,0.1035524
0.2879999,0.1048575
0.2899999,0.1061624
0.2919999,0.1074675
0.2939999,0.1087725
0.2959999,0.1100774
0.2979999,0.1113825
0.3,0.1126875
0.302,0.1139924
0.304,0.1152974
0.306,0.1166024
0.308,0.1179075
0.31,0.1192124
0.312,0.1205176
0.314,0.1218225
0.316,0.1231274
0.318,0.1244326
0.32,0.1257375
0.322,0.1270424
0.324,0.1283475
0.326,0.1297325
0.328,0.1311975
0.33,0.1326625
0.332,0.1341275
0.334,0.1355925
0.336,0.1370575
0.338,0.1385225
0.34,0.1399875
0.342,0.1414525
0.344,0.1429176
0.346,0.1443826
0.348,0.1458475
0.3500001,0.1473125
0.3520001,0.1487776
0.3540001,0.1502425
0.3560001,0.1517076
0.3580001,0.1531726
0.3600001,0.1546375
0.3620001,0.1561026
0.3640001,0.1575676
0.3660001,0.1590325
0.3680001,0.1604976
0.3700001,0.1619625
0.3720001,0.1634274
0.3740001,0.1648926
0.3760001,0.1663576
0.3780001,0.1678226
0.3800001,0.1692876
0.3820001,0.1707526
0.3840001,0.1722176
0.3860001,0.1736825
0.3880001,0.1751476
0.3900001,0.1766126
0.3920001,0.1780775
0.3940001,0.1795426
0.3960001,0.1810076
0.3980001,0.1824725
0.4000001,0.1839376
0.4020001,0.1854026
0.404,0.1868675
0.406,0.1883326
0.4080001,0.1897976
0.41,0.1912625
0.412,0.1927276
0.414,0.1941926
0.416,0.1956575
0.418,0.1971226
0.42,0.1985875
0.422,0.2000524
0.424,0.2015175
0.426,0.2030125
0.428,0.2045375
0.43,0.2060625
0.432,0.2075875
0.434,0.2091125
0.436,0.2106375
0.438,0.2121625
0.44,0.2136875
0.442,0.2152125
0.444,0.2167375
0.446,0.2182624
0.448,0.2197875
0.45,0.2213125
0.452,0.2228376
0.454,0.2243625
0.456,0.2258874
0.458,0.2274126
0.46,0.2289374
0.462,0.2304626
0.464,0.2319876
0.466,0.2335125
0.468,0.2350376
0.47,0.2365625
0.472,0.2380874
0.474,0.2396125
0.476,0.24115
0.478,0.2427
0.48,0.24425
0.482,0.2458
0.484,0.24735
0.486,0.2489
0.488,0.25045
0.49,0.252
0.492,0.25355
0.494,0.2551
0.496,0.25665
0.498,0.2582
0.5,0.25975
0.502,0.2613001
0.504,0.26285
0.506,0.2643999
0.508,0.2659501
0.51,0.2674999
0.512,0.2690501
0.514,0.2706001
0.516,0.2721499
0.518,0.2737001
0.52,0.27525
0.522,0.2767999
0.524,0.27835
0.526,0.2798875
0.528,0.2814125
0.53,0.2829375
0.5319999,0.2844625
0.534,0.2859875
0.536,0.2875125
0.538,0.2890375
0.54,0.2905625
0.542,0.2920875
0.544,0.2936125
0.5459999,0.2951374
0.548,0.2966624
0.55,0.2981875
0.552,0.2997125
0.554,0.3012374
0.556,0.3027624
0.558,0.3042876
0.5599999,0.3058124
0.562,0.3073376
0.564,0.3088625
0.566,0.3103874
0.568,0.3119126
0.5699999,0.3134375
0.572,0.3149624
0.5739999,0.3164875
0.576,0.3179825
0.5779999,0.3194475
0.5799999,0.3209125
0.582,0.3223775
0.5839999,0.3238425
0.586,0.3253074
0.5879999,0.3267725
0.5899999,0.3282374
0.5919999,0.3297025
0.5939999,0.3311675
0.5959999,0.3326324
0.5979999,0.3340975
0.5999999,0.3355625
0.6019999,0.3370275
0.6039999,0.3384925
0.6059999,0.3399574
0.6079999,0.3414225
0.6099999,0.3428874
0.6119999,0.3443524
0.6139999,0.3458175
0.6159999,0.3472824
0.6179999,0.3487473
0.6199999,0.3502125
0.6219999,0.3516774
0.6239999,0.3531425
0.6259999,0.3546074
0.6279999,0.3560724
0.6299999,0.3575374
0.6319999,0.3590024
0.6339999,0.3604674
0.6359999,0.3619324
0.6379999,0.3633974
0.6399999,0.3648624
0.6419999,0.3663274
0.6439999,0.3677924
0.6459999,0.3692574
0.6479999,0.3707225
0.6499999,0.3721875
0.652,0.3736525
0.6539999,0.3751175
0.6559999,0.3765824
0.6579999,0.3780476
0.66,0.3795124
0.6619999,0.3809774
0.6639999,0.3824425
0.6659999,0.3839074
0.668,0.3853726
0.67,0.3868375
0.6719999,0.3883024
0.674,0.3897675
0.676,0.3911525
0.678,0.3924575
0.6799999,0.3937625
0.682,0.3950675
0.684,0.3963725
0.686,0.3976775
0.688,0.3989825
0.69,0.4002875
0.692,0.4015925
0.694,0.4028975
0.696,0.4042025
0.698,0.4055075
0.7,0.4068125
0.702,0.4081176
0.704,0.4094225
0.706,0.4107276
0.7080001,0.4120326
0.71,0.4133375
0.712,0.4146426
0.714,0.4159476
0.7160001,0.4172525
0.7180001,0.4185576
0.72,0.4198625
0.7220001,0.4211675
