iteration_number,time
0,1542.3
1,463.2
2,1868.3
3,267.5
4,526.6
5,374.3
6,643.1
7,383.8
8,347.5
9,389.6
10,34.1
11,38.8
12,31.2
13,57.2
14,50.7
